"...1","latitude","longitude","datetime","Wildfire","pr","rmax","rmin","sph","srad","tmmn","tmmx","vs","bi","fm100","fm1000","erc","etr","pet","vpd","region"
7246,33.6366569991294,-116.128275,2025-01-01,"No",0,45.8,9,0.00248,140.8,278.3,297.1,2.2,53,9.1,7.8,75,4.7,2.9,1.53,"Southwest"
7247,33.6366569991294,-116.128275,2025-01-02,"No",0,42.1,7,0.00213,142.3,277.4,297,2.1,54,8,7.8,78,4.7,2.8,1.55,"Southwest"
7248,33.6366569991294,-116.128275,2025-01-03,"No",0,26.7,2.3,0.00139,129.3,278.4,297.8,2.3,60,6.6,7.6,83,5.4,3.3,1.78,"Southwest"
7249,33.6366569991294,-116.128275,2025-01-04,"No",0,51.7,10.3,0.00284,142,278.4,297.9,3.5,67,6.8,7.5,81,6.6,4,1.55,"Southwest"
7250,33.6366569991294,-116.128275,2025-01-05,"No",0,37.1,5.8,0.00205,129.3,278.8,298,3,66,6.2,7.3,83,6.4,3.8,1.7,"Southwest"
7251,33.6366569991294,-116.128275,2025-01-06,"No",0,47.4,9.7,0.00263,142.8,278.6,297.2,2.6,61,6.3,7.3,83,5.3,3.3,1.52,"Southwest"
7252,33.6366569991294,-116.128275,2025-01-07,"No",0,37.6,13.5,0.00278,127.5,283.1,294.5,6,87,6.1,7.2,81,8.4,5.1,1.43,"Southwest"
7253,33.6366569991294,-116.128275,2025-01-08,"No",0,37.3,10.3,0.00251,144.8,281.7,295.8,7.1,100,6,7.1,84,9.8,5.9,1.53,"Southwest"
7254,33.6366569991294,-116.128275,2025-01-09,"No",0,29.6,3.7,0.00162,149.2,279,297.5,5.1,89,5.4,7,87,9.2,5.5,1.73,"Southwest"
7255,33.6366569991294,-116.128275,2025-01-10,"No",0,33.1,4.9,0.00162,149.9,277.2,295.5,2.9,68,5.1,6.9,88,5.8,3.5,1.5,"Southwest"
7256,33.6366569991294,-116.128275,2025-01-11,"No",0,40,4.8,0.00179,149.6,275.7,297.3,3.1,71,5.2,6.8,88,6.4,3.9,1.59,"Southwest"
7257,33.6366569991294,-116.128275,2025-01-12,"No",0,32.2,7.1,0.00178,150.9,279,293.9,4.4,82,5,6.7,88,7.2,4.4,1.4,"Southwest"
7258,33.6366569991294,-116.128275,2025-01-13,"No",0,35.2,7.9,0.00179,152.2,277.7,293,4.2,80,5,6.6,88,6.7,4.1,1.29,"Southwest"
7259,33.6366569991294,-116.128275,2025-01-14,"No",0,34.6,6,0.00163,153.1,276.6,294,3.9,79,5,6.5,90,6.7,4.1,1.36,"Southwest"
7260,33.6366569991294,-116.128275,2025-01-15,"Yes",0,33.1,4.7,0.00164,154.1,277.4,296,3.3,74,4.8,6.4,91,6.5,4,1.54,"Southwest"
7261,33.6366569991294,-116.128275,2025-01-16,"Yes",0,30.5,3.6,0.00153,105.1,277.7,296.8,2.6,68,4.6,6.3,91,5.8,3.6,1.64,"Southwest"
7262,33.6366569991294,-116.128275,2025-01-17,"Yes",0,47,12.6,0.00273,154.4,279.3,295,3.2,68,5.3,6.3,87,5.7,3.5,1.34,"Southwest"
7263,33.6366569991294,-116.128275,2025-01-18,"Yes",0,59.6,15.2,0.00304,157.6,277.2,294.6,2,55,6.1,6.4,85,3.9,2.5,1.19,"Southwest"
7264,33.6366569991294,-116.128275,2025-01-19,"Yes",0,65.1,15.5,0.00302,157.5,275.8,294.2,2.1,55,7,6.5,83,4,2.6,1.13,"Southwest"
7265,33.6366569991294,-116.128275,2025-01-20,"Yes",0,41.2,9,0.00214,161.4,277.8,294.7,5,84,6.6,6.4,86,7.8,4.7,1.37,"Southwest"
7266,33.6366569991294,-116.128275,2025-01-21,"Yes",0,19.2,1,0.00075,165.1,275,292.9,2.9,72,5.4,6.3,91,5.8,3.5,1.38,"Southwest"
7267,33.6366569991294,-116.128275,2025-01-22,"Yes",0,18.2,1,0.00072,163.7,275.3,297,3.5,80,4.6,6.1,94,7.6,4.6,1.73,"Southwest"
7268,33.6366569991294,-116.128275,2025-01-23,"Yes",0,18.3,1,7e-04,166.1,274.8,296.7,4.1,87,4,6,95,8.4,5,1.69,"Southwest"
7269,33.6366569991294,-116.128275,2025-01-24,"Yes",0,19,1,0.00065,167.5,273.2,293.4,2.8,75,3.7,5.9,97,5.8,3.5,1.39,"Southwest"
7270,33.6366569991294,-116.128275,2025-01-25,"Yes",0,39.5,9.3,0.00179,133.2,275.9,291.5,4.2,82,4.3,5.8,93,6.3,3.9,1.14,"Southwest"
7271,33.6366569991294,-116.128275,2025-01-26,"Yes",1.1,77.9,37,0.00521,72.6,281,291.7,2.9,0,7.1,6.1,61,3.4,2.2,0.75,"Southwest"
7272,33.6366569991294,-116.128275,2025-01-27,"Yes",0.3,100,40.2,0.0053,87.8,277.2,290.8,3.3,52,10.8,6.7,68,3,2,0.55,"Southwest"
7273,33.6366569991294,-116.128275,2025-01-28,"Yes",0,86.9,24.9,0.00405,107.8,275.7,293,3.2,54,11.7,7,69,4.3,2.8,0.87,"Southwest"
7274,33.6366569991294,-116.128275,2025-01-29,"Yes",0,70.1,20.2,0.00383,167.7,278.1,294.8,3.4,58,11.1,7.2,72,5.3,3.4,1.11,"Southwest"
8652,39.5618802927718,-87.980939982865,2025-01-01,"No",0,77.5,48,0.00238,76.1,269.3,276,5.8,25,19.4,21.2,18,1.9,1.2,0.23,"Midwest"
8653,39.5618802927718,-87.980939982865,2025-01-02,"No",0,96,46.7,0.00285,70.2,268.8,278.9,3.2,19,19.3,21.3,18,1.4,0.9,0.23,"Midwest"
8654,39.5618802927718,-87.980939982865,2025-01-03,"No",0,100,55.5,0.00204,103,263.4,272.1,6.3,26,19.9,21.5,17,1,0.7,0.1,"Midwest"
8655,39.5618802927718,-87.980939982865,2025-01-04,"No",0,61.9,35.3,0.00119,99.3,263.2,270.2,3.3,22,16.9,20.8,22,1.4,0.9,0.2,"Midwest"
8656,39.5618802927718,-87.980939982865,2025-01-05,"No",13.3,80.8,70.6,0.00206,41.1,266.8,269.3,5.8,0,18.9,21.2,10,0.9,0.6,0.09,"Midwest"
8657,39.5618802927718,-87.980939982865,2025-01-06,"No",0,89.2,67.5,0.0024,66.5,267.5,271.9,7.2,27,18.7,21,17,1,0.7,0.1,"Midwest"
8658,39.5618802927718,-87.980939982865,2025-01-07,"No",0,95.4,60.7,0.00198,94.1,264.1,270.6,3.2,19,19.1,21,18,0.7,0.5,0.09,"Midwest"
8659,39.5618802927718,-87.980939982865,2025-01-08,"No",0,100,53.7,0.00157,92.9,256.4,269,3.6,20,19.8,21.1,18,0.5,0.4,0.06,"Midwest"
8660,39.5618802927718,-87.980939982865,2025-01-09,"No",0,100,51.2,0.00161,108.4,256.4,269.9,3,19,20.3,21.3,18,0.6,0.4,0.07,"Midwest"
8661,39.5618802927718,-87.980939982865,2025-01-10,"No",6.7,90.3,70.6,0.00243,67.2,267.5,271.5,3.8,0,20.9,21.7,8,0.7,0.5,0.08,"Midwest"
8662,39.5618802927718,-87.980939982865,2025-01-11,"No",0,89.6,59.6,0.00243,90.5,267.6,273.6,3.6,19,19.9,21.5,16,1,0.7,0.13,"Midwest"
8663,39.5618802927718,-87.980939982865,2025-01-12,"No",0,100,60.1,0.00291,55.8,262.4,276,5.5,22,20.4,21.2,15,0.5,0.4,0.05,"Midwest"
8664,39.5618802927718,-87.980939982865,2025-01-13,"No",0,100,69.2,0.00162,115.7,258,266.4,4.7,21,21.1,21.2,15,0.3,0.2,0.02,"Midwest"
8665,39.5618802927718,-87.980939982865,2025-01-14,"No",0,100,44.5,0.00134,97.3,253.5,269.1,4.5,22,21,21.3,17,0.7,0.5,0.08,"Midwest"
8666,39.5618802927718,-87.980939982865,2025-01-15,"No",0,100,39.1,0.00133,116.2,253.6,270.5,2.7,18,20.8,21.3,18,0.8,0.5,0.11,"Midwest"
8667,39.5618802927718,-87.980939982865,2025-01-16,"No",0,96.1,43.4,0.00219,114.8,265.3,276.1,4.8,24,20.2,21.3,18,1.6,1,0.2,"Midwest"
8668,39.5618802927718,-87.980939982865,2025-01-17,"No",5.8,90.1,43.4,0.00288,111.8,269.8,280,6.3,0,20,21.4,10,2.3,1.5,0.28,"Midwest"
8669,39.5618802927718,-87.980939982865,2025-01-18,"No",0,100,62.1,0.00273,88.3,264,274.7,6,24,20.5,21.5,16,0.7,0.5,0.06,"Midwest"
8670,39.5618802927718,-87.980939982865,2025-01-19,"No",0,99.3,53.1,0.00104,103,255.6,263.8,7.3,28,20.7,21.3,17,0.7,0.5,0.06,"Midwest"
8671,39.5618802927718,-87.980939982865,2025-01-20,"No",0,92,46.8,9e-04,117.7,254.8,263.4,4.3,22,19.9,21.1,19,0.7,0.5,0.08,"Midwest"
8672,39.5618802927718,-87.980939982865,2025-01-21,"No",0,77.4,51.7,7e-04,102.9,253.9,259.2,5.2,25,18.2,20.8,19,0.6,0.4,0.06,"Midwest"
8673,39.5618802927718,-87.980939982865,2025-01-22,"No",0,100,39.5,0.0013,82.3,257.7,270.1,6.5,29,18.8,20.8,20,1.3,0.8,0.13,"Midwest"
8674,39.5618802927718,-87.980939982865,2025-01-23,"No",0,100,50,0.00179,58.4,256.8,271.6,4.3,21,19.5,20.9,17,0.7,0.5,0.07,"Midwest"
8675,39.5618802927718,-87.980939982865,2025-01-24,"No",0,100,47.4,0.00156,120,256.6,270.4,3.8,21,19.9,20.9,19,0.8,0.5,0.09,"Midwest"
8676,39.5618802927718,-87.980939982865,2025-01-25,"No",0,81.4,44.4,0.00252,69.9,269.4,277.8,4.3,23,18.1,20.6,20,1.9,1.2,0.26,"Midwest"
8677,39.5618802927718,-87.980939982865,2025-01-26,"No",0,100,51.8,0.00227,105.5,264.1,274.4,2.8,19,18.9,20.4,20,1,0.7,0.13,"Midwest"
8678,39.5618802927718,-87.980939982865,2025-01-27,"No",0,100,40,0.0023,125.8,264.9,277.8,5.6,28,19.2,20.4,21,2,1.3,0.22,"Midwest"
8679,39.5618802927718,-87.980939982865,2025-01-28,"No",0,73.2,38.2,0.00284,122.7,272.5,281.4,5.3,29,16.9,20.1,24,2.9,1.9,0.39,"Midwest"
8680,39.5618802927718,-87.980939982865,2025-01-29,"No",0,80.8,35,0.0029,125,271.4,282.8,4.3,27,15.7,19.8,26,2.8,1.8,0.41,"Midwest"
8681,39.5618802927718,-87.980939982865,2025-01-30,"No",3.8,88.5,55.7,0.00365,59.5,273.3,280.2,4.1,0,16.6,19.9,15,1.7,1.1,0.23,"Midwest"
8682,39.5618802927718,-87.980939982865,2025-01-31,"No",0,100,59.3,0.0049,110.6,272.4,283.7,4.6,24,17.9,19.8,21,1.3,1,0.15,"Midwest"
8683,39.5618802927718,-87.980939982865,2025-02-01,"No",0,75.4,49.7,0.003,122.8,273,279.1,5.2,29,16.3,19.6,24,2.3,1.5,0.29,"Midwest"
8684,39.5618802927718,-87.980939982865,2025-02-02,"No",0,89.1,47.2,0.00473,115.4,277,286.5,4.6,27,16.2,19.2,25,2.8,1.9,0.42,"Midwest"
8685,39.5618802927718,-87.980939982865,2025-02-03,"No",0,100,39.7,0.00618,119.7,274.4,293.1,5.2,29,17.1,19.2,25,3.5,2.3,0.52,"Midwest"
8686,39.5618802927718,-87.980939982865,2025-02-04,"No",0,82,50.1,0.003,121.7,271.8,279,5.2,29,16.3,19.1,25,2.2,1.4,0.26,"Midwest"
8687,39.5618802927718,-87.980939982865,2025-02-05,"No",5.5,74.9,52.5,0.00296,35.8,272.9,278.2,5.8,0,16.4,19.2,16,2.2,1.4,0.27,"Midwest"
8688,39.5618802927718,-87.980939982865,2025-02-06,"No",0,100,67.8,0.00357,119.1,270.3,277.5,4.4,24,18,19.3,21,1,0.8,0.1,"Midwest"
8689,39.5618802927718,-87.980939982865,2025-02-07,"No",0,61.4,38.6,0.00198,118.4,270.2,276.4,3.4,25,15.5,18.8,27,2.1,1.4,0.32,"Midwest"
8690,39.5618802927718,-87.980939982865,2025-02-08,"No",1.6,94.8,63.9,0.00333,50.5,271.2,277.3,4.9,0,16.9,19,16,1.3,0.9,0.15,"Midwest"
8691,39.5618802927718,-87.980939982865,2025-02-09,"No",0,97.2,55.2,0.00228,76.9,265.8,273.9,3.1,21,17.7,18.9,22,1.1,0.8,0.14,"Midwest"
8692,39.5618802927718,-87.980939982865,2025-02-10,"No",0,79.2,38.3,0.00195,130.3,266.5,276.3,2.2,21,16.3,18.6,27,1.6,1.1,0.26,"Midwest"
8693,39.5618802927718,-87.980939982865,2025-02-11,"No",0,68.3,49.8,0.00254,93.9,272.1,276.7,5.2,30,14.8,18.4,27,2.3,1.5,0.27,"Midwest"
8694,39.5618802927718,-87.980939982865,2025-02-12,"No",2.9,100,76.9,0.00308,44.3,267.3,273.8,3.7,0,17.7,18.7,14,0.4,0.3,0.03,"Midwest"
8695,39.5618802927718,-87.980939982865,2025-02-13,"No",0,100,71.9,0.00207,111.8,260.7,269.3,5.7,27,19.1,18.8,21,0.4,0.3,0.02,"Midwest"
8696,39.5618802927718,-87.980939982865,2025-02-14,"No",6.9,100,40.3,0.00194,136.2,261.9,275.6,4.5,0,20.2,19.3,14,1.7,1.1,0.19,"Midwest"
8697,39.5618802927718,-87.980939982865,2025-02-15,"No",6.9,100,64.9,0.00373,72.5,270.8,278.7,4.5,0,21.4,19.8,11,1.1,0.8,0.12,"Midwest"
8698,39.5618802927718,-87.980939982865,2025-02-16,"No",0,100,68.6,0.00239,76,260,271.8,8.2,28,21.5,19.8,15,0.3,0.2,0.01,"Midwest"
8699,39.5618802927718,-87.980939982865,2025-02-17,"No",0.6,100,55.2,0.00136,86.3,258.4,267,4.9,0,21.3,20,11,0.8,0.6,0.07,"Midwest"
13050,40.152204459006,-86.7250823506639,2025-01-15,"No",0,100,45.5,0.0012,116.2,252,267.8,3.7,20,21.3,21.7,17,0.6,0.4,0.07,"Midwest"
13051,40.152204459006,-86.7250823506639,2025-01-16,"No",0,86.6,49.9,0.002,112.4,265.2,273.5,5.5,25,19.7,21.6,18,1.4,0.9,0.16,"Midwest"
13052,40.152204459006,-86.7250823506639,2025-01-17,"No",4.6,98.5,41.4,0.00255,111.6,266.7,279.3,6.6,0,20.4,21.9,10,2.3,1.4,0.26,"Midwest"
13053,40.152204459006,-86.7250823506639,2025-01-18,"No",0,100,61.1,0.00271,85.4,266.5,275.1,5.5,22,20.7,21.9,14,1,0.7,0.11,"Midwest"
13054,40.152204459006,-86.7250823506639,2025-01-19,"No",0,100,46.7,0.00107,86.2,255.2,266,6.9,27,20.8,21.7,16,0.9,0.6,0.08,"Midwest"
13055,40.152204459006,-86.7250823506639,2025-01-20,"No",0,75.9,45.4,0.00076,122.3,254.8,262,4.5,24,18.5,21.2,19,0.8,0.5,0.08,"Midwest"
13056,40.152204459006,-86.7250823506639,2025-01-21,"No",0,74.9,60.9,0.00065,103.3,253.1,256.8,4.9,24,17.3,20.9,19,0.5,0.3,0.05,"Midwest"
13057,40.152204459006,-86.7250823506639,2025-01-22,"No",0,100,41.7,0.0011,73.8,255.6,267.7,6.5,29,18.3,20.9,20,1.1,0.7,0.11,"Midwest"
13058,40.152204459006,-86.7250823506639,2025-01-23,"No",0.5,100,48.8,0.00157,58.2,255.8,270.5,4.7,23,19.2,21.1,18,0.8,0.5,0.08,"Midwest"
13059,40.152204459006,-86.7250823506639,2025-01-24,"No",0,100,49.6,0.00133,122.2,254.7,268.1,3.8,21,19.8,21,19,0.7,0.5,0.07,"Midwest"
13060,40.152204459006,-86.7250823506639,2025-01-25,"No",0,79,45.3,0.00221,67.9,267.7,276.1,5.7,27,17.9,20.7,20,2,1.3,0.23,"Midwest"
13061,40.152204459006,-86.7250823506639,2025-01-26,"No",0,100,51.7,0.00202,109.7,263.1,273.2,3.2,20,18.8,20.5,20,1,0.7,0.13,"Midwest"
13062,40.152204459006,-86.7250823506639,2025-01-27,"No",0,100,42,0.00202,126.5,262.8,275.8,6.6,30,19.2,20.5,21,1.8,1.2,0.19,"Midwest"
13063,40.152204459006,-86.7250823506639,2025-01-28,"No",0,81,39.9,0.00257,123.3,269.4,279.9,6,31,17.5,20.2,23,2.6,1.7,0.32,"Midwest"
13064,40.152204459006,-86.7250823506639,2025-01-29,"No",0,73.1,36.4,0.00252,125.6,270.5,280.8,4.9,29,15.7,19.9,26,2.8,1.8,0.38,"Midwest"
13065,40.152204459006,-86.7250823506639,2025-01-30,"No",4.8,86.7,49,0.00312,88.3,271.1,280,4.2,0,16.7,20.1,15,1.9,1.3,0.26,"Midwest"
13066,40.152204459006,-86.7250823506639,2025-01-31,"No",1,100,56,0.00397,86.8,271.5,281.7,4.1,0,18,20.1,14,1.5,1,0.2,"Midwest"
13067,40.152204459006,-86.7250823506639,2025-02-01,"No",0,72.6,53.5,0.00255,119.8,271.1,276.1,5,27,16.4,19.8,23,1.9,1.3,0.24,"Midwest"
13068,40.152204459006,-86.7250823506639,2025-02-02,"No",0,91,53.1,0.0039,101,273.8,282.3,5,27,16.6,19.5,23,2.2,1.4,0.28,"Midwest"
13069,40.152204459006,-86.7250823506639,2025-02-03,"No",0,100,43.4,0.00562,116.3,273.5,290.7,5.6,30,17.5,19.5,24,3.2,2.1,0.42,"Midwest"
13070,40.152204459006,-86.7250823506639,2025-02-04,"No",0,81,53.3,0.00271,119.5,270.4,277,5.2,28,16.6,19.3,24,1.9,1.3,0.22,"Midwest"
13071,40.152204459006,-86.7250823506639,2025-02-05,"No",3,73,57.6,0.00251,45.4,270.8,274.9,6.1,0,16.2,19.4,16,1.8,1.2,0.21,"Midwest"
13072,40.152204459006,-86.7250823506639,2025-02-06,"No",0,100,72.2,0.00315,115.3,269.4,275.1,5.5,26,18,19.4,20,0.9,0.7,0.08,"Midwest"
13073,40.152204459006,-86.7250823506639,2025-02-07,"No",0,56.1,35.2,0.00157,125.1,268.1,274.7,3.5,26,15.3,18.9,28,2.1,1.4,0.3,"Midwest"
13074,40.152204459006,-86.7250823506639,2025-02-08,"No",4.3,85.2,69.1,0.00285,43.1,270.4,274.3,4.7,0,16.6,19.2,15,1.1,0.8,0.13,"Midwest"
13075,40.152204459006,-86.7250823506639,2025-02-09,"No",0,91.4,58.9,0.00212,90.5,265.5,272.3,3.3,22,17,19,22,1,0.7,0.12,"Midwest"
13076,40.152204459006,-86.7250823506639,2025-02-10,"No",0,84.3,43.1,0.00185,132.5,264.8,274.4,1.9,20,16.3,18.8,26,1.2,0.9,0.2,"Midwest"
13077,40.152204459006,-86.7250823506639,2025-02-11,"No",0,64.2,51.2,0.0022,101.9,270.8,274.6,5.1,29,14.8,18.6,26,2.1,1.4,0.25,"Midwest"
13078,40.152204459006,-86.7250823506639,2025-02-12,"No",3,92.1,77.3,0.00272,45.4,268.7,272.2,4.2,0,17,18.8,15,0.7,0.5,0.07,"Midwest"
13079,40.152204459006,-86.7250823506639,2025-02-13,"No",0,100,75.4,0.00203,83.8,258.6,268.6,6.2,26,18.8,18.9,19,0.2,0.2,0,"Midwest"
13080,40.152204459006,-86.7250823506639,2025-02-14,"No",0.7,100,32.7,0.00139,139.3,258.6,273.9,4.3,0,19,19,16,1.8,1.2,0.2,"Midwest"
13081,40.152204459006,-86.7250823506639,2025-02-15,"No",8.3,97.8,65.3,0.00328,56.1,270.4,277,4.5,0,20.7,19.6,12,1.2,0.8,0.13,"Midwest"
13082,40.152204459006,-86.7250823506639,2025-02-16,"No",0,100,69.6,0.00232,61.1,258.8,271.4,8.1,28,21.1,19.7,16,0.2,0.2,0,"Midwest"
13083,40.152204459006,-86.7250823506639,2025-02-17,"No",0,96,62.1,0.00122,111.8,257.9,264.4,5.6,25,20.7,19.8,18,0.7,0.5,0.06,"Midwest"
13084,40.152204459006,-86.7250823506639,2025-02-18,"No",0,85.1,55.4,0.00107,135.2,257.8,264.1,4.8,25,19.3,19.8,20,0.9,0.6,0.08,"Midwest"
13085,40.152204459006,-86.7250823506639,2025-02-19,"No",1,99.2,55.7,0.00123,71.2,257.6,265.8,4.8,0,19.8,19.9,12,0.8,0.5,0.07,"Midwest"
13086,40.152204459006,-86.7250823506639,2025-02-20,"No",0,100,53.9,0.00134,152.5,256.6,267.3,5,25,20,19.8,20,0.8,0.6,0.07,"Midwest"
13087,40.152204459006,-86.7250823506639,2025-02-21,"No",0,100,53.4,0.00177,156.1,259.9,271.1,2.9,20,20.1,19.9,20,0.9,0.7,0.09,"Midwest"
13088,40.152204459006,-86.7250823506639,2025-02-22,"No",0,100,46.1,0.00198,156.9,262,274.5,4.4,25,19.9,19.7,21,1.5,1.1,0.15,"Midwest"
13089,40.152204459006,-86.7250823506639,2025-02-23,"No",0,92.2,37.5,0.00247,150.5,267.4,280.3,4.5,26,18.8,19.5,23,2.6,1.7,0.31,"Midwest"
13090,40.152204459006,-86.7250823506639,2025-02-24,"No",0,74.9,39.1,0.00339,133.4,274.6,284.4,5.8,32,16.6,19.2,26,3.7,2.5,0.47,"Midwest"
13091,40.152204459006,-86.7250823506639,2025-02-25,"No",0,100,35,0.00374,158.1,271.6,287.4,3.3,24,17.1,19.3,26,3.1,2.2,0.49,"Midwest"
13092,40.152204459006,-86.7250823506639,2025-02-26,"No",0.9,100,45.8,0.00439,98,274,286.1,4.4,0,17.8,19.3,15,2.7,1.9,0.37,"Midwest"
13093,40.152204459006,-86.7250823506639,2025-02-27,"No",0,100,42.2,0.00378,159.9,271.9,285,6.2,32,18.1,19.2,24,3.3,2.2,0.37,"Midwest"
13094,40.152204459006,-86.7250823506639,2025-02-28,"No",0,97.3,27.7,0.00359,162.1,271.7,290,7.9,39,17.6,19.1,26,5.8,3.7,0.67,"Midwest"
13095,40.152204459006,-86.7250823506639,2025-03-01,"No",0,81.6,42.6,0.00158,140.4,263.1,272.3,6.2,33,16.4,18.7,26,1.9,1.3,0.18,"Midwest"
13096,40.152204459006,-86.7250823506639,2025-03-02,"No",0,58.3,24.2,0.00115,187.2,263.4,274.8,2,23,14,18.3,32,1.9,1.4,0.31,"Midwest"
13097,40.152204459006,-86.7250823506639,2025-03-03,"No",0,55.3,24.9,0.00201,101.8,271.5,282.4,5.2,35,12.2,17.9,34,4.1,2.6,0.54,"Midwest"
13098,40.152204459006,-86.7250823506639,2025-03-04,"No",7.9,66.3,34.2,0.00449,113.2,280.3,290.4,8.3,0,13.4,18.2,22,6.3,4,0.78,"Midwest"
13099,40.152204459006,-86.7250823506639,2025-03-05,"No",4,100,57.4,0.00455,53.8,271.8,283.4,9.5,0,16,18.5,18,1.9,1.3,0.18,"Midwest"
13100,40.152204459006,-86.7250823506639,2025-03-06,"No",0,66,41.9,0.0023,196.7,270.9,277.7,6,35,14.3,18.1,30,3,2.1,0.32,"Midwest"
13101,40.152204459006,-86.7250823506639,2025-03-07,"No",0,81.1,47.9,0.00307,83.3,272,280.1,3.1,24,14.1,17.8,28,2,1.4,0.29,"Midwest"
13102,40.152204459006,-86.7250823506639,2025-03-08,"No",0,71.6,33.9,0.00265,198.7,271.7,282.5,4.1,31,13.1,17.5,34,3.4,2.4,0.44,"Midwest"
13103,40.152204459006,-86.7250823506639,2025-03-09,"No",0,77.1,27.3,0.00309,198.9,272.8,287.7,4.4,34,12.5,17.2,36,4.5,3.1,0.64,"Midwest"
13104,40.152204459006,-86.7250823506639,2025-03-10,"No",0,75.8,22.7,0.00366,199.4,275.4,292.8,4.5,36,11.8,17.1,37,5.9,3.9,0.93,"Midwest"
13105,40.152204459006,-86.7250823506639,2025-03-11,"No",0,95,30.1,0.00466,197.8,275.6,292.8,3.8,31,13,16.9,36,4.8,3.3,0.77,"Midwest"
13106,40.152204459006,-86.7250823506639,2025-03-12,"No",0,100,33,0.00528,198.8,274.8,293.5,2.8,27,14.3,16.7,34,4,2.9,0.7,"Midwest"
13107,40.152204459006,-86.7250823506639,2025-03-13,"No",0,100,30.9,0.006,200.7,275.6,296.5,3.9,31,15.2,16.7,34,5.2,3.6,0.85,"Midwest"
13108,40.152204459006,-86.7250823506639,2025-03-14,"No",14.5,96.7,36.8,0.00809,188.2,283.4,298.9,7.9,0,18.2,17.7,18,7.5,5,1,"Midwest"
13109,40.152204459006,-86.7250823506639,2025-03-15,"No",12.4,100,51.3,0.00818,164.3,276.9,294.1,8.5,0,20.5,18.7,14,3.5,2.5,0.34,"Midwest"
13110,40.152204459006,-86.7250823506639,2025-03-16,"No",0.4,100,77.7,0.00397,60.6,269.4,277.3,5.9,24,21,19,17,0.4,0.4,0.01,"Midwest"
13111,40.152204459006,-86.7250823506639,2025-03-17,"No",0,89.4,32.2,0.00282,190.6,269.5,284.1,4.1,26,18.9,19.1,24,3.5,2.4,0.44,"Midwest"
13112,40.152204459006,-86.7250823506639,2025-03-18,"No",0,84.5,27.2,0.00543,198.5,279.5,296.7,8.2,41,16.8,18.9,28,8.4,5.5,1.07,"Midwest"
13113,40.152204459006,-86.7250823506639,2025-03-19,"No",12.3,100,46.2,0.00664,133,274.7,292.3,8.9,0,19.4,19.6,14,3.9,2.6,0.4,"Midwest"
13114,40.152204459006,-86.7250823506639,2025-03-20,"No",0,88.2,53.4,0.00306,122,270.8,278.6,6.6,30,18.2,19.6,21,2.3,1.6,0.22,"Midwest"
13115,40.152204459006,-86.7250823506639,2025-03-21,"No",0,83,29.4,0.00301,220.3,271.4,286.3,7.1,38,16.4,19,28,5.1,3.4,0.55,"Midwest"
13116,40.152204459006,-86.7250823506639,2025-03-22,"No",0,73.1,36.6,0.00293,227.4,272.8,283,5.1,32,14.7,18.5,30,3.9,2.7,0.44,"Midwest"
13117,40.152204459006,-86.7250823506639,2025-03-23,"No",2.2,88.5,56.4,0.00393,93.8,274.2,281.5,6.1,0,15.4,18.6,18,2.4,1.7,0.26,"Midwest"
13118,40.152204459006,-86.7250823506639,2025-03-24,"No",0,63.7,33.8,0.00296,228.9,274.9,284.2,7.2,40,13.6,18.4,31,5,3.4,0.54,"Midwest"
13119,40.152204459006,-86.7250823506639,2025-03-25,"No",0.9,82.1,38.8,0.00287,103.1,270.9,281.9,2.3,0,13.5,18.3,21,2.2,1.6,0.37,"Midwest"
13120,40.152204459006,-86.7250823506639,2025-03-26,"No",0,81.2,30.6,0.0029,211.8,271.2,285.2,2.7,26,13,17.7,33,3.4,2.5,0.51,"Midwest"
13121,40.152204459006,-86.7250823506639,2025-03-27,"No",0.8,73.9,39.9,0.00419,142.3,277.7,287.2,4.4,0,12.6,17.5,23,4,2.8,0.56,"Midwest"
13122,40.152204459006,-86.7250823506639,2025-03-28,"No",0.4,76.4,29.2,0.00672,192.1,284.2,299.2,8.2,47,12,17.1,36,9.4,6.1,1.28,"Midwest"
13123,40.152204459006,-86.7250823506639,2025-03-29,"No",4.3,76.8,55.9,0.00854,149,287.8,293.5,7.4,0,13.2,17.1,23,5.3,3.7,0.67,"Midwest"
13124,40.152204459006,-86.7250823506639,2025-03-30,"No",20,100,52,0.00909,183.2,277,295.6,8.1,0,17.6,18.3,17,3.5,2.6,0.32,"Midwest"
13349,38.4461760569506,-93.5004958666645,2025-01-01,"No",0,63.5,39.4,0.00224,102.2,270.7,278.4,2.9,25,17.4,18.7,26,1.9,1.2,0.34,"Midwest"
13983,37.0659749990923,-122.078575,2025-01-01,"No",0,96.5,36.3,0.00457,58.1,275.1,289.5,2.9,16,20.7,25.6,11,2.6,1.7,0.55,"Southwest"
13984,37.0659749990923,-122.078575,2025-01-02,"No",0.7,100,42.1,0.00714,116.2,278.7,294.5,2.1,0,20.5,25.3,5,2.2,1.5,0.58,"Southwest"
13985,37.0659749990923,-122.078575,2025-01-03,"No",6.3,100,68,0.00743,52.5,276.7,288.3,3.6,0,22.2,25.8,1,0.7,0.6,0.06,"Southwest"
13986,37.0659749990923,-122.078575,2025-01-04,"No",0,100,52.2,0.00572,120,276.5,288,3.1,15,21.6,25.4,10,1.8,1.2,0.32,"Southwest"
