"...1","latitude","longitude","datetime","Wildfire","pr","rmax","rmin","sph","srad","tmmn","tmmx","vs","bi","fm100","fm1000","erc","etr","pet","vpd","region"
1678786,36.8446269990943,-119.63836,2025-01-26,"Yes",0,94.1,55.3,0.00518,54.7,276.8,286.1,2.6,25,15.1,15.9,31,1.7,1.2,0.31,"Southwest"
1678787,36.8446269990943,-119.63836,2025-01-27,"Yes",0,99.6,44.8,0.0043,132.2,273.4,286.2,2.5,26,16.4,16,33,2,1.4,0.37,"Southwest"
1678788,36.8446269990943,-119.63836,2025-01-28,"Yes",0,86,38,0.00401,133.9,274.4,287.4,1.4,22,15.8,16,34,1.9,1.4,0.5,"Southwest"
1678789,36.8446269990943,-119.63836,2025-01-29,"Yes",0,86.3,34.9,0.00423,134.6,275.1,289.4,0.9,21,15.4,16,35,1.7,1.3,0.6,"Southwest"
1678790,36.8446269990943,-119.63836,2025-01-30,"Yes",0,92.3,36,0.00426,137.3,274.3,289.1,1.6,23,15.6,16,34,2.1,1.5,0.55,"Southwest"
1678791,36.8446269990943,-119.63836,2025-01-31,"Yes",0,75,38.5,0.00453,74.6,278,289.1,1.4,22,14.4,15.9,34,2,1.4,0.61,"Southwest"
1678792,36.8446269990943,-119.63836,2025-02-01,"Yes",0.4,77.8,47.9,0.00645,38.4,283.2,291.4,2.1,25,14.1,15.7,34,2.2,1.5,0.63,"Southwest"
1678793,36.8446269990943,-119.63836,2025-02-02,"Yes",0,100,44.2,0.00789,107.2,281.1,295.8,1.9,24,15.6,15.8,33,2.4,1.8,0.64,"Southwest"
1678794,36.8446269990943,-119.63836,2025-02-03,"Yes",0,96.1,44.4,0.00691,135.9,281.1,293.6,3.9,31,16.2,15.8,33,3.6,2.4,0.63,"Southwest"
1678795,36.8446269990943,-119.63836,2025-02-04,"Yes",1.8,100,61.9,0.00886,84.8,279.7,292.7,7,0,17.9,16.2,20,1.9,1.4,0.2,"Southwest"
1678796,36.8446269990943,-119.63836,2025-02-05,"Yes",0,100,66.2,0.00746,94.2,277.3,289,2.6,22,18.7,16.5,26,1.1,1,0.11,"Southwest"
1678797,36.8446269990943,-119.63836,2025-02-06,"Yes",6.3,100,68,0.0081,38.8,279.9,289.9,4.4,0,20.7,17.2,16,1.1,0.8,0.14,"Southwest"
1678798,36.8446269990943,-119.63836,2025-02-07,"Yes",0,100,59.3,0.007,108.8,276.2,289.6,4.4,26,20.5,17.5,23,1.7,1.3,0.19,"Southwest"
1678799,36.8446269990943,-119.63836,2025-02-08,"Yes",0,100,47.6,0.00483,159.2,274.4,287,4.2,27,20.1,17.6,25,2.6,1.8,0.35,"Southwest"
1687176,33.6777269991289,-115.961291,2025-01-01,"No",0,33.1,8.6,0.00201,139.9,279.2,292.9,2.3,63,6.3,5.3,91,4.3,2.7,1.32,"Southwest"
1687177,33.6777269991289,-115.961291,2025-01-02,"No",0,29.2,5.3,0.00173,141.4,279,294.8,2.2,65,5.6,5.3,94,4.6,2.8,1.5,"Southwest"
1687178,33.6777269991289,-115.961291,2025-01-03,"No",0,17,1.7,0.00113,129.2,281.9,294.5,2.3,69,4.7,5.1,97,5,3,1.67,"Southwest"
1687179,33.6777269991289,-115.961291,2025-01-04,"No",0,27.9,10.1,0.00195,141.3,281.5,290.8,3.6,78,4.7,5.1,95,5.7,3.4,1.26,"Southwest"
1687180,33.6777269991289,-115.961291,2025-01-05,"No",0,24.1,6.5,0.00163,128.4,281.3,292.2,3.1,75,4.4,5,97,5.5,3.4,1.4,"Southwest"
1687181,33.6777269991289,-115.961291,2025-01-06,"No",0,29.9,8.5,0.00205,142.1,281.1,293.4,2.6,69,4.5,5,96,4.9,3,1.41,"Southwest"
1687182,33.6777269991289,-115.961291,2025-01-07,"No",0,28.3,16,0.00217,125.3,282.9,287.5,6.2,97,4.7,5,93,7,4.3,1.09,"Southwest"
1687183,33.6777269991289,-115.961291,2025-01-08,"No",0,28.7,13.1,0.002,143.8,281.4,288.5,7.3,109,4.8,5,94,7.8,4.8,1.11,"Southwest"
1687184,33.6777269991289,-115.961291,2025-01-09,"No",0,19.3,5.7,0.0013,148.2,281.7,289.7,5.4,100,4.3,4.9,98,7.5,4.5,1.3,"Southwest"
1687185,33.6777269991289,-115.961291,2025-01-10,"Yes",0,23.5,5.6,0.0013,149.2,278.4,289.9,3.1,77,4.1,4.9,99,5.1,3.1,1.2,"Southwest"
1687186,33.6777269991289,-115.961291,2025-01-11,"Yes",0,25.1,6.7,0.00142,148.7,278.6,289.7,3.2,78,4.1,4.8,99,5.2,3.2,1.18,"Southwest"
1687187,33.6777269991289,-115.961291,2025-01-12,"Yes",0,24.9,9.9,0.00141,150,278.6,286,4.6,89,4.2,4.8,97,5.7,3.5,0.98,"Southwest"
1687188,33.6777269991289,-115.961291,2025-01-13,"Yes",0,27.4,11.3,0.00142,151.4,277.2,284.8,4.3,85,4.4,4.8,96,5.1,3.2,0.88,"Southwest"
1687189,33.6777269991289,-115.961291,2025-01-14,"Yes",0,26.1,7.7,0.00129,152.3,276.6,287,4,85,4.3,4.8,98,5.4,3.3,0.99,"Southwest"
1687190,33.6777269991289,-115.961291,2025-01-15,"Yes",0,26.1,6,0.00131,153.3,276.8,289.4,3.5,81,4.2,4.7,99,5.4,3.3,1.12,"Southwest"
1687191,33.6777269991289,-115.961291,2025-01-16,"Yes",0,23,4,0.00115,98.9,277,290.4,2.7,74,4,4.7,100,4.9,3,1.21,"Southwest"
1687192,33.6777269991289,-115.961291,2025-01-17,"Yes",0,34.7,10.6,0.00199,153.8,278.3,290.7,3.2,75,4.5,4.7,97,5.1,3.2,1.14,"Southwest"
1687193,33.6777269991289,-115.961291,2025-01-18,"Yes",0,44.4,13.7,0.00242,156.9,277.3,291,2,60,5.1,4.8,94,3.6,2.3,1.07,"Southwest"
1687194,33.6777269991289,-115.961291,2025-01-19,"Yes",0,44.8,14.6,0.00246,156.5,277.4,290.5,2.1,60,5.6,4.9,92,3.7,2.4,1.03,"Southwest"
1687195,33.6777269991289,-115.961291,2025-01-20,"Yes",0,30.8,12.7,0.00171,160.6,278,286.4,5.2,90,5.5,4.9,93,6,3.7,0.93,"Southwest"
1687196,33.6777269991289,-115.961291,2025-01-21,"Yes",0,13.9,1,0.00059,164.4,276,288.6,3,79,4.5,4.8,100,5.1,3.1,1.17,"Southwest"
1687197,33.6777269991289,-115.961291,2025-01-22,"Yes",0,11.9,1,0.00057,163.2,278.4,291.8,3.6,87,3.8,4.7,102,6.5,4,1.44,"Southwest"
1687198,33.6777269991289,-115.961291,2025-01-23,"Yes",0,13.7,1,0.00055,165.3,275.3,290.5,4.3,96,3.3,4.6,103,6.9,4.2,1.27,"Southwest"
1687199,33.6777269991289,-115.961291,2025-01-24,"Yes",0,13.2,1,0.00051,166.8,274.9,291.8,2.9,81,3,4.5,105,5.6,3.4,1.35,"Southwest"
1721211,40.1721859990699,-122.230303,2025-01-01,"No",0.5,70.7,60.2,0.00467,35.7,279.7,283.4,4,20,16.7,23.8,15,2.2,1.4,0.36,"Southwest"
1721212,40.1721859990699,-122.230303,2025-01-02,"No",6,83.5,66.4,0.00621,27,281.5,286.3,1.2,0,18.2,24.1,7,0.9,0.6,0.3,"Southwest"
1721213,40.1721859990699,-122.230303,2025-01-03,"No",4.6,100,68.1,0.00623,29.3,278.7,286,7.3,0,20.3,24.4,5,1.6,1,0.19,"Southwest"
1721214,40.1721859990699,-122.230303,2025-01-04,"No",0,88.3,58.3,0.00561,59.1,279.2,286.6,3.1,17,19.2,23.8,13,1.7,1.2,0.34,"Southwest"
1721215,40.1721859990699,-122.230303,2025-01-05,"No",0,90.5,53.3,0.00603,69.5,279.9,289,2.8,17,18.5,23.5,14,1.9,1.3,0.42,"Southwest"
1721216,40.1721859990699,-122.230303,2025-01-06,"No",0,100,50,0.00634,94.1,279,290.7,4.5,22,19,23.4,15,2.6,1.7,0.44,"Southwest"
1721217,40.1721859990699,-122.230303,2025-01-07,"No",0,69.8,34.2,0.00455,109.1,279.5,290.9,7.2,33,16.4,23,20,5.4,3.2,0.76,"Southwest"
1721218,40.1721859990699,-122.230303,2025-01-08,"No",0,66.3,21,0.00388,106.8,277.9,295.1,6.8,36,14.2,22.5,24,7.3,4.4,1.13,"Southwest"
1721219,40.1721859990699,-122.230303,2025-01-09,"No",0,60,21.5,0.00398,107.3,279.7,295.2,6,36,12.5,21.7,27,7,4.2,1.17,"Southwest"
1721220,40.1721859990699,-122.230303,2025-01-10,"No",0,69.9,34.3,0.00417,68.4,278.2,289.5,2.7,24,12,21,27,2.9,1.8,0.7,"Southwest"
1721221,40.1721859990699,-122.230303,2025-01-11,"No",0,54.8,30.5,0.00398,110.7,281,290.4,9,48,11,20.3,30,6.8,4.1,0.88,"Southwest"
1721222,40.1721859990699,-122.230303,2025-01-12,"No",0,51.4,30.1,0.00377,111.6,281.1,289.7,7.9,47,10.2,19.7,32,6.3,3.8,0.87,"Southwest"
1721223,40.1721859990699,-122.230303,2025-01-13,"No",0,60.5,27.2,0.00338,114.1,277.2,289.4,6.4,43,9.9,19.1,34,5.4,3.3,0.79,"Southwest"
1721224,40.1721859990699,-122.230303,2025-01-14,"No",0,70.7,20.8,0.00372,112.8,276.4,294.5,4.8,38,10,18.8,36,5.8,3.5,1.06,"Southwest"
1721225,40.1721859990699,-122.230303,2025-01-15,"No",0,91.8,34.6,0.00426,113,274.7,289.7,4.3,33,12,18.8,32,3.5,2.1,0.6,"Southwest"
1721226,40.1721859990699,-122.230303,2025-01-16,"No",0,98.8,32.2,0.00448,113.8,274.4,291.5,2,24,14.1,18.7,31,2.4,1.5,0.67,"Southwest"
1721227,40.1721859990699,-122.230303,2025-01-17,"No",0,95.7,35,0.00422,116.8,274,289.4,1.4,21,15.2,18.5,30,1.7,1.1,0.57,"Southwest"
1721228,40.1721859990699,-122.230303,2025-01-18,"No",0,93,28.3,0.00393,120.4,273.4,291.2,3.9,31,15.6,18.3,30,3.9,2.4,0.71,"Southwest"
1721229,40.1721859990699,-122.230303,2025-01-19,"No",0,85.9,30.7,0.00369,120.8,273.6,289.1,4,31,15.2,18.1,31,3.6,2.2,0.63,"Southwest"
1721230,40.1721859990699,-122.230303,2025-01-20,"No",0,70.9,24,0.0031,124.2,273.8,289.7,6.7,44,13.7,17.8,34,5.6,3.4,0.76,"Southwest"
1721231,40.1721859990699,-122.230303,2025-01-21,"No",0,72.6,23.7,0.00291,126,272.6,288.9,2.3,27,12.8,17.6,35,2.9,1.8,0.72,"Southwest"
1721232,40.1721859990699,-122.230303,2025-01-22,"No",0,60.5,15,0.003,124.7,275.5,295.3,5.4,43,11.4,17.3,39,7.2,4.3,1.22,"Southwest"
1721233,40.1721859990699,-122.230303,2025-01-23,"No",0,71.1,18.9,0.00346,125.1,275.3,294.6,4,37,10.9,16.8,40,5.4,3.3,1.08,"Southwest"
1721234,40.1721859990699,-122.230303,2025-01-24,"No",0,80.2,30.8,0.00415,113.8,276.2,290.9,2.5,29,11.5,16.4,38,3,1.9,0.73,"Southwest"
1721235,40.1721859990699,-122.230303,2025-01-25,"Yes",0,47.7,30.3,0.00312,128.8,279.4,286.7,8.6,56,10.4,16,41,6,3.7,0.75,"Southwest"
1721236,40.1721859990699,-122.230303,2025-01-26,"Yes",0.3,48.3,24.7,0.00277,130.4,277.5,287.6,6.8,50,9.7,15.6,43,5.8,3.5,0.8,"Southwest"
1721237,40.1721859990699,-122.230303,2025-01-27,"Yes",0,68.2,19.8,0.0029,132.2,273.4,291.2,5.6,48,9.7,15.3,45,5.8,3.5,0.88,"Southwest"
1721238,40.1721859990699,-122.230303,2025-01-28,"Yes",0,84.9,23.8,0.00311,134.3,271.4,289.9,4.2,40,10.9,15.3,43,4.3,2.6,0.72,"Southwest"
1721239,40.1721859990699,-122.230303,2025-01-29,"Yes",0,90.5,31.4,0.00324,136.2,271.1,286.8,2.7,31,12.4,15.4,40,2.6,1.7,0.52,"Southwest"
1721240,40.1721859990699,-122.230303,2025-01-30,"Yes",0.5,88.3,33.2,0.0034,137.1,272.1,286.8,2.4,28,13.4,15.3,38,2.4,1.6,0.52,"Southwest"
1721241,40.1721859990699,-122.230303,2025-01-31,"Yes",8.1,75.6,70.5,0.00499,36.6,279.7,282.2,9.7,0,16.2,16.1,21,2.4,1.5,0.26,"Southwest"
1721242,40.1721859990699,-122.230303,2025-02-01,"Yes",25.9,77.8,61,0.006,38.1,282.1,287,6,0,18.7,17.2,18,2.8,1.8,0.4,"Southwest"
1721243,40.1721859990699,-122.230303,2025-02-02,"Yes",31.2,78.3,74.3,0.00766,40,285.7,287.9,13.3,0,20.8,18.5,13,3.2,2,0.33,"Southwest"
1721244,40.1721859990699,-122.230303,2025-02-03,"Yes",17.9,89.8,83.3,0.00795,40.4,284.2,286.8,14.7,0,23.1,19.9,8,1.8,1.2,0.16,"Southwest"
1721245,40.1721859990699,-122.230303,2025-02-04,"Yes",45.7,100,91.9,0.00755,45.6,275.6,284.6,10.3,0,25.8,21.4,3,0.2,0.2,0,"Southwest"
1721246,40.1721859990699,-122.230303,2025-02-05,"Yes",0.4,100,60,0.00478,104.2,274.6,283.8,7.2,25,24.2,21.7,12,2,1.3,0.21,"Southwest"
1721247,40.1721859990699,-122.230303,2025-02-06,"Yes",24.8,85.2,75.2,0.00414,46.9,275.4,278.6,3.9,0,25,22.9,3,1.1,0.8,0.14,"Southwest"
1721248,40.1721859990699,-122.230303,2025-02-07,"Yes",0.7,89,48.1,0.00414,104.5,274.8,284.7,3.7,0,22.4,22.6,7,2.3,1.6,0.36,"Southwest"
1721249,40.1721859990699,-122.230303,2025-02-08,"Yes",0,73.9,33,0.0034,148.9,274.6,286.9,4.7,26,18.9,22.1,19,3.9,2.5,0.58,"Southwest"
1730989,36.6397659990962,-119.359736,2025-01-01,"Yes",0,67.9,33.9,0.00376,105.3,276.9,288.2,1.9,22,15.3,17.4,31,2.3,1.5,0.65,"Southwest"
1730990,36.6397659990962,-119.359736,2025-01-02,"Yes",0,68.4,30.7,0.00384,110.3,277.1,289.9,2.3,26,13.8,17,35,2.8,1.8,0.74,"Southwest"
1730991,36.6397659990962,-119.359736,2025-01-03,"Yes",2.2,67.2,30.2,0.00433,70.8,279.1,292,3,0,13.3,16.9,24,3.7,2.3,0.86,"Southwest"
1730992,36.6397659990962,-119.359736,2025-01-04,"Yes",0,83.9,51,0.00458,113.7,276.8,285.5,2.6,25,13.9,16.9,32,1.9,1.3,0.38,"Southwest"
1730993,36.6397659990962,-119.359736,2025-01-05,"Yes",0,85.7,41.9,0.00442,109,276,287.7,2,23,14.2,16.9,33,2,1.3,0.49,"Southwest"
1730994,36.6397659990962,-119.359736,2025-01-06,"Yes",0,90.4,44.1,0.00469,113.8,276.1,287.9,2.4,25,14.9,16.8,32,2.1,1.4,0.46,"Southwest"
1730995,36.6397659990962,-119.359736,2025-01-07,"Yes",0,73.1,44.1,0.00454,116.5,278.6,287.4,2.4,26,14,16.4,34,2.3,1.5,0.53,"Southwest"
1730996,36.6397659990962,-119.359736,2025-01-08,"Yes",0,75.1,31.8,0.00389,116.1,276,289.6,1.6,24,13.3,16.2,37,2.2,1.4,0.69,"Southwest"
1730997,36.6397659990962,-119.359736,2025-01-09,"Yes",0,79.9,29.9,0.00385,118.4,275,290.3,2.3,28,13.1,16.1,38,2.8,1.8,0.71,"Southwest"
1730998,36.6397659990962,-119.359736,2025-01-10,"Yes",0,71.7,23.2,0.00372,118.8,276,293.3,2,28,12.2,15.8,40,3.2,2,0.96,"Southwest"
1730999,36.6397659990962,-119.359736,2025-01-11,"Yes",0,74.6,35.8,0.00368,119.9,275.3,287.1,3.1,32,12.1,15.7,39,2.9,1.8,0.56,"Southwest"
1745212,38.2157429990827,-120.523877,2025-01-01,"No",0,63.7,41.2,0.00366,70.1,276.8,284.2,2.6,19,15.7,21.6,21,2.3,1.5,0.5,"Southwest"
1745213,38.2157429990827,-120.523877,2025-01-02,"No",0.3,81,51.8,0.00564,111,279.6,287.5,2.9,20,15.4,21.1,21,2.1,1.4,0.45,"Southwest"
1745214,38.2157429990827,-120.523877,2025-01-03,"No",15.2,98.1,60.6,0.00563,48,276.8,285.2,6.4,0,19.5,22.3,9,2.1,1.3,0.25,"Southwest"
1745215,38.2157429990827,-120.523877,2025-01-04,"No",0.3,86.1,54.1,0.00448,115.5,275.4,283.4,3.2,18,18.4,22,17,1.8,1.2,0.31,"Southwest"
1745216,38.2157429990827,-120.523877,2025-01-05,"No",0,88.3,52.7,0.005,109.1,276.6,285.4,3.7,21,17.8,21.6,19,2.1,1.4,0.35,"Southwest"
1745217,38.2157429990827,-120.523877,2025-01-06,"No",0,86.8,52.4,0.00538,116.4,277.9,286.6,3.9,22,17.2,21.2,20,2.3,1.5,0.39,"Southwest"
1745218,38.2157429990827,-120.523877,2025-01-07,"No",0.3,56.7,26.7,0.00367,122.3,278.5,290.3,4.6,28,14.6,20.8,25,4.8,2.9,0.87,"Southwest"
1745219,38.2157429990827,-120.523877,2025-01-08,"No",0,50.3,26.7,0.00298,122.1,277.2,287.1,3.7,27,12.7,20.6,28,3.8,2.3,0.76,"Southwest"
1745220,38.2157429990827,-120.523877,2025-01-09,"No",0,54.8,27.5,0.00336,122.5,277.7,288.5,4,30,11.4,20,31,4.1,2.5,0.79,"Southwest"
1745221,38.2157429990827,-120.523877,2025-01-10,"No",0,53.9,23,0.00317,119.5,277.1,290.1,1.9,24,10.4,19.1,34,2.8,1.7,0.9,"Southwest"
1745222,38.2157429990827,-120.523877,2025-01-11,"No",0,56.2,26.4,0.00328,125,277,288.7,4.7,35,9.9,18.6,36,4.6,2.8,0.79,"Southwest"
1745223,38.2157429990827,-120.523877,2025-01-12,"No",0,55.4,30.9,0.00283,126.2,275.1,284.3,3.8,32,9.6,17.9,37,3.3,2.1,0.59,"Southwest"
1745224,38.2157429990827,-120.523877,2025-01-13,"No",0,54.8,27.6,0.00292,127.5,275.7,286.3,3.2,31,9.3,17.4,39,3.3,2.1,0.68,"Southwest"
1745225,38.2157429990827,-120.523877,2025-01-14,"No",0,59.2,29.4,0.00313,125.9,275.6,286.5,2.9,31,9.3,17.1,39,3.1,1.9,0.66,"Southwest"
1745226,38.2157429990827,-120.523877,2025-01-15,"No",0,59.4,25.1,0.0033,126.7,276.3,289.5,3.5,34,9.1,16.9,40,4,2.5,0.82,"Southwest"
1745227,38.2157429990827,-120.523877,2025-01-16,"No",0,55.6,24.6,0.00322,128.5,276.9,289.4,2.6,31,8.9,16.5,42,3.4,2.1,0.84,"Southwest"
1745228,38.2157429990827,-120.523877,2025-01-17,"No",0,63.4,29.7,0.00335,128.8,275.6,287.4,2.1,29,9.2,16,42,2.5,1.6,0.67,"Southwest"
1745229,38.2157429990827,-120.523877,2025-01-18,"No",0,65.2,31.4,0.00328,132.9,274.9,286.3,2.7,32,9.4,15.7,43,2.8,1.8,0.61,"Southwest"
1745230,38.2157429990827,-120.523877,2025-01-19,"No",0,68.7,34,0.00343,132.5,274.8,285.9,2.1,29,9.8,15.3,43,2.3,1.5,0.56,"Southwest"
1745231,38.2157429990827,-120.523877,2025-01-20,"No",0,55.6,25,0.00274,138.5,274.6,286.7,3.4,38,9.4,14.9,46,3.6,2.3,0.7,"Southwest"
1745232,38.2157429990827,-120.523877,2025-01-21,"No",0,51.5,24.3,0.00267,137.3,275.3,286.7,3,37,9.1,14.7,47,3.5,2.2,0.73,"Southwest"
1745233,38.2157429990827,-120.523877,2025-01-22,"No",0,49,22.4,0.00267,137.6,276,287.8,3.5,40,8.6,14.5,49,4.1,2.5,0.81,"Southwest"
1745234,38.2157429990827,-120.523877,2025-01-23,"No",0,44.8,17,0.00275,137.6,277.7,292,4.1,46,8.1,14.2,51,5.6,3.4,1.1,"Southwest"
1745235,38.2157429990827,-120.523877,2025-01-24,"Yes",0,53.2,23.6,0.00326,127.9,277.7,290.2,3.9,44,8.1,13.7,51,4.7,2.9,0.91,"Southwest"
1745236,38.2157429990827,-120.523877,2025-01-25,"Yes",2.4,79.5,49.7,0.00405,89.4,275.1,283.1,4,0,10.6,13.9,33,2.3,1.5,0.35,"Southwest"
1745237,38.2157429990827,-120.523877,2025-01-26,"Yes",0,77.5,45.2,0.00373,137.2,274.3,283.2,2.6,33,11.4,13.8,44,2.1,1.4,0.39,"Southwest"
1745238,38.2157429990827,-120.523877,2025-01-27,"Yes",0,60.1,31.3,0.00292,143.7,274.4,284.6,3.2,39,10.7,13.5,48,3.1,2,0.57,"Southwest"
1745239,38.2157429990827,-120.523877,2025-01-28,"Yes",0,63.7,34.5,0.00307,145.7,274.3,284,2.8,36,10.5,13.4,48,2.7,1.8,0.52,"Southwest"
1745240,38.2157429990827,-120.523877,2025-01-29,"Yes",0,72.6,39,0.00357,146.8,274.6,284.6,2,31,10.9,13.5,47,2.1,1.5,0.48,"Southwest"
1745241,38.2157429990827,-120.523877,2025-01-30,"Yes",0,66,35.5,0.00332,150.5,274.9,284.8,1.8,31,10.7,13.4,48,2.2,1.5,0.53,"Southwest"
1745242,38.2157429990827,-120.523877,2025-01-31,"Yes",14.9,75.2,61.9,0.00463,60,277.8,282,4.4,0,14.9,14.6,26,2.1,1.4,0.3,"Southwest"
1745243,38.2157429990827,-120.523877,2025-02-01,"Yes",38.6,100,98.4,0.00897,45,282.8,285.1,6.8,0,20.5,16,14,0.4,0.4,0,"Southwest"
1745244,38.2157429990827,-120.523877,2025-02-02,"Yes",0.8,100,100,0.00989,45.2,282.7,285.6,8.9,0,22.5,16.6,11,0.3,0.3,0,"Southwest"
1745245,38.2157429990827,-120.523877,2025-02-03,"Yes",3.5,100,100,0.00994,60.3,281,285.4,11,0,24.4,17.4,8,0.3,0.3,0,"Southwest"
1745246,38.2157429990827,-120.523877,2025-02-04,"Yes",25.7,100,91.9,0.00927,84.7,275.2,286.6,15.5,0,26.6,19.1,6,0.3,0.3,0,"Southwest"
1745247,38.2157429990827,-120.523877,2025-02-05,"Yes",0.6,100,77.4,0.0064,101.2,274.1,283.5,5.1,0,25.4,19.7,7,0.5,0.5,0,"Southwest"
1745248,38.2157429990827,-120.523877,2025-02-06,"Yes",27.3,100,78.7,0.00705,36.1,278.3,284.7,12.8,0,26.8,21.2,4,0.8,0.6,0.06,"Southwest"
1745249,38.2157429990827,-120.523877,2025-02-07,"Yes",0.8,100,81.5,0.00642,82.3,275.1,282.8,6.8,0,25.7,21.3,4,0.4,0.4,0,"Southwest"
1745302,33.9404159991256,-117.23658,2025-01-01,"No",0,31.3,5.5,0.00203,137.2,279.2,295.3,1.8,52,7.9,7.9,78,3.9,2.4,1.5,"Southwest"
1745303,33.9404159991256,-117.23658,2025-01-02,"No",0,25.8,2.3,0.00182,138.5,280.5,298.6,2.9,65,6.5,7.8,82,6.3,3.8,1.87,"Southwest"
1745304,33.9404159991256,-117.23658,2025-01-03,"No",0,40,12.4,0.00271,122.1,279.8,292.8,3.1,61,6.4,7.7,79,5,3.1,1.22,"Southwest"
1745305,33.9404159991256,-117.23658,2025-01-04,"No",0,69,38.6,0.0047,137,279.8,288,1.6,42,7.8,7.8,71,2.1,1.5,0.61,"Southwest"
1745306,33.9404159991256,-117.23658,2025-01-05,"No",0,32.9,7.7,0.00232,127.3,280.4,294.9,2.3,57,6.8,7.7,80,4.6,2.8,1.46,"Southwest"
1745307,33.9404159991256,-117.23658,2025-01-06,"No",0,35.4,9.1,0.00255,138.8,280.7,294.9,2.8,62,6.3,7.5,82,5.2,3.2,1.43,"Southwest"
1745308,33.9404159991256,-117.23658,2025-01-07,"No",0,37.3,22.8,0.00344,127.5,284.4,289.8,6.1,82,6.4,7.4,78,6.7,4.1,1.09,"Southwest"
1745309,33.9404159991256,-117.23658,2025-01-08,"No",0,29.1,8.9,0.00198,142.7,279.9,291,6.6,96,5.8,7.3,83,8,4.8,1.21,"Southwest"
1745310,33.9404159991256,-117.23658,2025-01-09,"Yes",0,17.4,2.1,0.00131,145.9,281.6,293.5,4.5,85,4.8,7.2,88,7.6,4.5,1.55,"Southwest"
1745311,33.9404159991256,-117.23658,2025-01-10,"Yes",0,18.6,2.1,0.00121,145.4,279.4,292.3,2.7,69,4.2,7,90,5.1,3.1,1.4,"Southwest"
1745312,33.9404159991256,-117.23658,2025-01-11,"Yes",0,27.1,5.3,0.00166,145.8,278.4,292.4,3,71,4.2,6.8,90,5.3,3.2,1.31,"Southwest"
1745313,33.9404159991256,-117.23658,2025-01-12,"Yes",0,22.2,5.9,0.00141,147.1,279,289.1,3.5,76,4,6.6,91,5.4,3.3,1.16,"Southwest"
1745314,33.9404159991256,-117.23658,2025-01-13,"Yes",0,23.2,6.5,0.0014,148.8,278.2,288.2,4.3,84,3.9,6.4,92,5.9,3.6,1.08,"Southwest"
1745315,33.9404159991256,-117.23658,2025-01-14,"Yes",0,21.8,3.7,0.00125,149,277.5,290.2,3.3,77,3.8,6.2,94,5.4,3.3,1.2,"Southwest"
1745316,33.9404159991256,-117.23658,2025-01-15,"Yes",0,22.6,3,0.00135,150.5,278.1,292.5,2.9,74,3.6,6.1,95,5.4,3.3,1.35,"Southwest"
1745317,33.9404159991256,-117.23658,2025-01-16,"Yes",0,33.4,7.3,0.00186,126.9,277,291.8,3.3,74,4,6.1,92,5.4,3.3,1.19,"Southwest"
1745318,33.9404159991256,-117.23658,2025-01-17,"Yes",0,63.1,32,0.00374,148.8,277.8,286.9,2.5,55,5.8,6.3,82,2.9,2,0.64,"Southwest"
1745319,33.9404159991256,-117.23658,2025-01-18,"Yes",0,54.7,22.8,0.00345,152.2,278.7,289.8,1.4,48,6.5,6.3,83,2.6,1.8,0.87,"Southwest"
1745320,33.9404159991256,-117.23658,2025-01-19,"Yes",0,57.7,26.4,0.00349,153,278.1,288.2,2,51,7.2,6.4,80,2.9,2,0.75,"Southwest"
1745321,33.9404159991256,-117.23658,2025-01-20,"Yes",0,42.4,15.7,0.00265,157.4,278.6,290,4.3,74,7,6.4,83,5.5,3.5,1,"Southwest"
1745322,33.9404159991256,-117.23658,2025-01-21,"Yes",0,11,1,0.00059,161.4,276.9,291.9,3.7,80,5.4,6.2,91,6.6,4,1.4,"Southwest"
1745323,33.9404159991256,-117.23658,2025-01-22,"Yes",0,9.5,1,0.00063,160.6,280,296.2,3.4,80,4.2,6.1,95,7.2,4.3,1.81,"Southwest"
1745324,33.9404159991256,-117.23658,2025-01-23,"Yes",0,9.3,1,0.00062,161.7,280.2,294.5,4.4,92,3.4,5.9,97,8.2,4.9,1.68,"Southwest"
1768677,33.9390599991257,-117.235071,2025-01-01,"No",0,31.3,5.5,0.00203,137.2,279.2,295.3,1.8,52,7.9,7.9,78,3.9,2.4,1.5,"Southwest"
1768678,33.9390599991257,-117.235071,2025-01-02,"No",0,25.8,2.3,0.00182,138.5,280.5,298.6,2.9,65,6.5,7.8,82,6.3,3.8,1.87,"Southwest"
1768679,33.9390599991257,-117.235071,2025-01-03,"No",0,40,12.4,0.00271,122.1,279.8,292.8,3.1,61,6.4,7.7,79,5,3.1,1.22,"Southwest"
1768680,33.9390599991257,-117.235071,2025-01-04,"No",0,69,38.6,0.0047,137,279.8,288,1.6,42,7.8,7.8,71,2.1,1.5,0.61,"Southwest"
1768681,33.9390599991257,-117.235071,2025-01-05,"No",0,32.9,7.7,0.00232,127.3,280.4,294.9,2.3,57,6.8,7.7,80,4.6,2.8,1.46,"Southwest"
1768682,33.9390599991257,-117.235071,2025-01-06,"No",0,35.4,9.1,0.00255,138.8,280.7,294.9,2.8,62,6.3,7.5,82,5.2,3.2,1.43,"Southwest"
1768683,33.9390599991257,-117.235071,2025-01-07,"No",0,37.3,22.8,0.00344,127.5,284.4,289.8,6.1,82,6.4,7.4,78,6.7,4.1,1.09,"Southwest"
